央视频道,#genre#
CCTV-11戏曲,http://125.42.148.178:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://125.42.148.178:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15音乐,http://125.42.148.178:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://219.147.245.238:25480/newlive/live/hls/8/live.m3u8
CCTV-8电视剧,http://219.147.245.238:25480/newlive/live/hls/9/live.m3u8
CCTV-9纪录,http://219.147.245.238:25480/newlive/live/hls/10/live.m3u8
CCTV-11戏曲,http://219.147.245.238:25480/newlive/live/hls/12/live.m3u8
CCTV-15音乐,http://219.147.245.238:25480/newlive/live/hls/16/live.m3u8
CCTV-16奥林匹克,http://219.147.245.238:25480/newlive/live/hls/17/live.m3u8
CCTV-12社会与法,http://home.amucn.net:8800/rtp/239.49.8.55:9822
CCTV-13新闻,http://222.223.41.27:8888/hls/13/index.m3u8
CCTV-15音乐,http://222.223.41.27:8888/hls/15/index.m3u8
CCTV-13新闻,http://j.x.bkpcp.top/jx/CCTV13HD
CCTV-13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-5体育,http://61.161.61.119:9004/hls/6/index.m3u8
CCTV-13新闻,http://61.161.61.119:9004/hls/15/index.m3u8
CCTV-14少儿,http://120.40.39.246:352/newlive/live/hls/15/live.m3u8
CCTV-1综合,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2财经,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3综艺,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4中文国际,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV-5体育,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV-6电影,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV-7国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV-8电视剧,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV-9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-10科教,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV-11戏曲,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV-12社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV-13新闻,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-14少儿,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-15音乐,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-16奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV-17农业农村,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-15音乐,http://61.162.52.6:8088/newlive/live/hls/16/live.m3u8
CCTV-4中文国际,http://120.198.95.220:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-5体育,http://120.198.95.220:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-15音乐,http://120.198.95.220:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-16奥林匹克,http://120.198.86.186:9901/tsfile/live/1094_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17农业农村,http://183.129.255.66:8480/hls/18/index.m3u8
CCTV-17农业农村,http://120.198.86.186:9901/tsfile/live/1130_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16奥林匹克,http://n2.192372.xyz:8888/rtp/239.3.1.184:8001
CCTV-16奥林匹克,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8
CCTV-16奥林匹克,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001258/index.m3u8
CCTV-17农业农村,http://www.liangcl.top:8686/rtp/233.50.200.113:5140
CCTV-17农业农村,http://home.szjim.top:4000/udp/239.77.1.121:5146
CCTV-5体育,https://live.264788.xyz/channel/cctv5p?streamid=98657a78f17179c4239d0009df18455c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-17农业农村,https://live.264788.xyz/channel/cctv17?streamid=348c8c0c04a6d2b900e5a3bcb4af8ce1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-2财经,http://118.248.155.220:8889/udp/239.76.253.152:9000
CCTV-2财经,https://tv123.cc.cd/live.php/?ch=0c06079e2597
CCTV-2财经,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
CCTV-4中文国际,https://tv123.cc.cd/live.php/?ch=8773bd9f1049
CCTV-3综艺,http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3综艺,http://112.30.73.119:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3综艺,http://121.57.88.206:898/hls/3/index.m3u8
CCTV-5体育,http://112.30.73.119:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3综艺,http://153.0.171.163:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5体育,http://153.0.171.163:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://113.57.140.161:10081/newlive/live/hls/3/live.m3u8
CCTV-4中文国际,http://drive.mxmy.net:8888/udp/239.3.1.213:4220
CCTV-4中文国际,http://120.238.84.45:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5体育,http://www.sclvip.top:8787/rtp/239.49.8.75:8000
CCTV-8电视剧,http://www.sclvip.top:8787/rtp/239.49.8.77:8000
CCTV-5体育,http://223.112.114.228:50080/newlive/live/hls/180/live.m3u8
CCTV-5体育,http://153.0.171.163:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5体育,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8
CCTV-6电影,http://198.204.240.250:82/live/cctv6.m3u8
CCTV-9纪录,https://xykt-fix.github.io/Y77.m3u8
CCTV-9纪录,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-9纪录,http://www.negative.top:50000/rtp/233.50.200.23:5140
CCTV-1综合,http://61.143.15.139:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2财经,http://61.143.15.139:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://61.143.15.139:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://61.143.15.139:59901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
